TIME,N1_UZ,N1_AZ,N2_UZ,N2_AZ,N3_UZ,N3_AZ,N4_UZ,N4_AZ,N5_UZ,N5_AZ,N6_UZ,N6_AZ,N7_UZ,N7_AZ,front_wheel_pos,rear_wheel_pos,front_axle_wt,rear_axle_wt
6.E-02,-1.299826763E-04,-0.747944279,1.203109067E-05,-9.929235013E-02,-3.027753534E-06,7.063160751E-02,1.855121226E-06,-0.130905097,-4.392272955E-07,7.093490716E-03,-6.3645519E-07,7.636975006E-02,-1.106431483E-07,1.925762938E-02,2.4,0.0,50000.0,0.0
6.1E-02,-1.345881728E-04,-0.184094555,1.232264965E-05,-0.167754602,-2.994726028E-06,0.109057996,1.86761011E-06,-8.144905811E-02,-8.291888337E-07,4.476222269E-02,-6.676121106E-07,0.106942088,-9.753968426E-08,2.879770242E-02,2.44,0.0,50000.0,0.0
6.2E-02,-1.388965496E-04,0.778341813,1.244839702E-05,-0.163870422,-2.838062863E-06,0.13821422,1.818291065E-06,-4.21661019E-02,-1.157476374E-06,7.85858235E-02,-5.867574536E-07,0.117081365,-5.297722594E-08,3.412035967E-02,2.48,0.0,50000.0,0.0
6.3E-02,-1.423783322E-04,0.874860194,1.246318807E-05,-5.804297631E-02,-2.557275329E-06,0.110035056,1.715820734E-06,-6.413563821E-02,-1.39268493E-06,0.107572216,-3.955983085E-07,0.103527906,2.471273565E-08,3.213475567E-02,2.52,0.0,50000.0,0.0
6.4E-02,-1.454940178E-04,-0.142651882,1.244219878E-05,-1.351545859E-02,-2.178885564E-06,8.516879768E-02,1.527727884E-06,-0.107109697,-1.510140741E-06,0.127933417,-1.179668137E-07,6.941701423E-02,1.28832883E-07,2.072574238E-02,2.56,0.0,50000.0,0.0
6.5E-02,-1.491539898E-04,-0.945940112,1.23535945E-05,-0.121712936,-1.714862319E-06,8.609811846E-02,1.233538008E-06,-0.105085176,-1.496717051E-06,0.133825804,2.056890832E-07,2.263188768E-02,2.432389054E-07,-1.538817734E-04,2.6,0.0,50000.0,0.0
6.6E-02,-1.5339749E-04,-0.221135282,1.210186792E-05,-0.204533836,-1.179066417E-06,5.744797113E-02,8.522046064E-07,-6.920190718E-02,-1.355355308E-06,0.122050525,5.273383381E-07,-2.664520595E-02,3.438150389E-07,-2.750584409E-02,2.64,0.0,50000.0,0.0
6.7E-02,-1.572880325E-04,0.92705876,1.169854584E-05,-9.865969308E-02,-6.141399588E-07,8.130743842E-04,4.109670904E-07,-5.060586258E-02,-1.105238804E-06,9.545914407E-02,8.010110944E-07,-6.930792124E-02,4.028823731E-07,-5.55117894E-02,2.68,0.0,50000.0,0.0
6.8E-02,-1.601391376E-04,1.15183089,1.128053091E-05,6.927494396E-02,-5.940739668E-08,-2.120165843E-02,-7.527332504E-08,-3.940020302E-02,-7.760549861E-07,6.267549393E-02,9.903482116E-07,-9.936354149E-02,3.957553455E-07,-7.687706432E-02,2.72,0.0,50000.0,0.0
6.9E-02,-1.623751728E-04,7.832639957E-02,1.093074706E-05,6.719047504E-02,4.767660554E-07,-1.591646125E-02,-5.747660324E-07,1.28948635E-02,-3.992562023E-07,3.255436221E-02,1.07307745E-06,-0.11385242,3.077883051E-07,-8.480316638E-02,2.7600000000000002,0.0,50000.0,0.0
7.E-02,-1.650018182E-04,-0.859567137,1.056893211E-05,-9.12520109E-02,9.828117583E-07,-4.433830113E-02,-1.023049114E-06,8.952452586E-02,-2.620973977E-09,7.118484584E-03,1.042462116E-06,-0.11283691,1.397250155E-07,-7.538956017E-02,2.8000000000000003,0.0,50000.0,0.0
7.1E-02,-1.682709313E-04,-0.425382247,1.009358411E-05,-0.135817552,1.418564616E-06,-9.624752889E-02,-1.368951987E-06,0.115237017,3.893980533E-07,-1.635089407E-02,9.055580834E-07,-9.974060447E-02,-9.047927121E-08,-4.88926332E-02,2.84,0.0,50000.0,0.0
7.2E-02,-1.714305672E-04,0.644334549,9.573172319E-06,4.568777109E-02,1.751924835E-06,-0.108538592,-1.620565028E-06,7.334321932E-02,7.550225901E-07,-3.643816333E-02,6.785929782E-07,-8.038157955E-02,-3.497231137E-07,-9.186610066E-03,2.88,0.0,50000.0,0.0
7.3E-02,-1.736998104E-04,1.1364672,9.180456639E-06,0.209707034,1.992661631E-06,-7.670852001E-02,-1.816265457E-06,3.848126958E-02,1.078055021E-06,-4.874616594E-02,3.818494662E-07,-5.917524233E-02,-5.950636599E-07,3.699317137E-02,2.92,0.0,50000.0,0.0
7.4E-02,-1.752109652E-04,0.379724451,8.964641059E-06,0.144096323,2.169646419E-06,-5.079508966E-02,-1.960423642E-06,6.460242798E-02,1.347960142E-06,-5.750842571E-02,3.783592947E-08,-3.536486332E-02,-7.814597495E-07,8.089582888E-02,2.96,0.0,50000.0,0.0
